MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21300468,651500,85718,-110.928289,32.285778,1,8385.87,2005,4,4,3666,3,Garbage Disposal,1,"Carpet, Natural Stone",0
21227521,525000,85712,-110.889125,32.258296,0.94,4696,1964,5,3,3258,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Mexican Tile, Other",0
21318531,560000,85755,-110.978895,32.456712,0.35,6452.74,2005,5,4,3991,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",80
21313491,565000,85748,-110.734178,32.221823,3.64,3962.25,1995,4,3,3253,3,"Dishwasher, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",0
21708052,563000,85749,-110.744783,32.284633,1.07,4793.46,1996,5,4,3306,3,"Desk, Dishwasher, Double Sink, Gas Range, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Ceramic Tile, Laminate",0
21730338,580000,85749,-110.789943,32.28157,3.62,5816.87,2001,5,4,4180,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Combo/Convection, Oven: Stainless",2,"Carpet, Laminate, Natural Stone",None
21813206,570000,85750,-110.825284,32.316573,1,5531,2016,3,3,2369,2,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",3,"Concrete, Laminate, Natural Stone",None
21815979,569000,85755,-110.985141,32.430283,0.64,5838.14,2000,3,3,2589,3.5,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Silestone, Microwave: Built in, Oven: Built in",1,"Ceramic Tile, Concrete, Wood, Other: Dyed Concrete",39
21804224,564000,85646,-111.047891,31.599195,0.25,3229,2006,3,4,2746,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Single",1,"Ceramic Tile, Other: Hardwood",None
21826165,562500,85718,-110.888494,32.315596,0.81,4713.19,1966,4,4,2874,2,Dishwasher,1,"Carpet, Ceramic Tile",21
21902927,559200,85755,-110.987444,32.446325,0.27,4870.61,2017,3,3,3269,3,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Range",1,"Carpet, Ceramic Tile",135
21807403,540000,85658,-111.109386,32.468527,0.27,1140.97,2018,3,4,2756,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Built-in",0,"Carpet, Ceramic Tile, Other: Carpet bedrooms only",45
21900772,550000,85730,-110.745624,32.166658,3.34,5331,2002,4,4,3106,2.5,"Dishwasher, Double Sink, Gas Range, Island, Appliance Color: Stainless, Countertops: Tile, Microwave: Built In",2,Mexican Tile,None
21904958,565000,85755,-110.985314,32.446939,0.21,1288,2017,4,3,3029,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: convention, Oven: -",0,"Carpet, Ceramic Tile",135
21830303,588864,85629,-110.937896,31.870977,2.29,323.17,2019,3,4,2757,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",1,"Carpet, Ceramic Tile",50
21327399,535000,85737,-110.970318,32.407739,0.37,5721.8,2004,4,3,3420,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",50
21317040,520000,85718,-110.924959,32.319878,0.2,3852,2002,2,2,2181,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Ceramic Tile, Other",175
21303339,575000,85739,-110.900962,32.513671,0.36,2921.92,2007,3,4,2468,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Ceramic Tile,140
21715624,555000,85718,-110.903274,32.32479,1.52,4650.79,1975,3,2,2539,2,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",0
21404886,555000,85718,-110.95766,32.318588,0.69,4110.66,1983,4,3,3288,2,"Dishwasher, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",55
21607055,567000,85742,-111.083207,32.385621,3.31,5431,2005,5,3,2827,3,"Dishwasher, Garbage Disposal, Oven",1,"Carpet, Ceramic Tile",0
21829905,551000,85623,-110.91607,32.588073,0.21,2808.56,2015,3,4,2398,3,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Appliance Color: White, Countertops: Granite, Microwave: GE, Oven: GE",1,"Carpet, Ceramic Tile",225.21
21907261,574000,85749,-110.792536,32.28664,0.68,4850.22,2017,4,3,2607,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: yes, Oven: Double Wall ovens",1,"Carpet, Ceramic Tile",65
21716639,568882,85755,-110.984982,32.450588,0.26,900.22,2017,4,3,3580,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Ceramic Tile",134
21304970,573623,85658,-111.068943,32.435012,0.23,892.04,2013,4,3,2777,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,Concrete,39
21803347,566200,85737,-110.970757,32.408844,0.47,5893.4,2003,3,3,2557,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Reverse Osmosis, Appliance Color: Stainless, Countertops: GRANITE, Oven: BUILT IN",2,"Carpet, Ceramic Tile",50
21400881,553000,85718,-110.894923,32.333743,0.8,4099,1977,5,4,3980,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Mexican Tile",5
21307872,502000,85641,-110.668461,32.096095,1.75,5151.54,2006,4,4,3272,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",65
21515409,572500,85749,-110.721937,32.244763,0.75,3826,2000,4,4,3160,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",0
21517244,545000,85745,-111.063705,32.30735,3.42,7407.36,1998,4,5,3402,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Ceramic Tile,0
21530710,571010,85658,-111.053989,32.437331,0.83,1510.01,2015,4,4,3595,4,"Dishwasher, Garbage Disposal, Microwave, Oven",0,"Carpet, Ceramic Tile",60
21505274,520000,85716,-110.920526,32.229731,0.2,3266.42,1951,3,4,3276,1,"Dishwasher, Microwave, Oven",2,"Carpet, Ceramic Tile, Mexican Tile",0
21531004,560000,85745,-111.040045,32.244034,2.34,5368,2003,4,3,2821,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",46
21605028,570000,85742,-111.021414,32.420945,0.83,2606.32,2016,3,3,2327,3,"Dishwasher, Garbage Disposal, Microwave, Oven",0,"Carpet, Ceramic Tile",75
21610151,480000,85718,-110.876291,32.328581,0.83,5911.96,1981,3,5,3495,2,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Natural Stone",258
21602798,549000,85750,-110.863263,32.323715,0.56,4849.35,1998,4,3,2724,3,"Dishwasher, Garbage Disposal, Microwave, Oven",2,"Carpet, Ceramic Tile",49
21303101,525000,85718,-110.887182,32.277437,0.79,5284,1980,4,4,4530,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",3
21310530,540000,85750,-110.844537,32.3254,0.17,3977,1994,3,2,2312,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,123
21327397,555000,85749,-110.806224,32.264142,0.82,5648.2,2001,3,3,2939,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Ceramic Tile, Wood",42
21801527,555000,85745,-111.044832,32.262987,2.8,7333,1990,4,4,4608,2,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Lazy Susan, Pantry: Closet, Refrigerator, Water Purifier, Countertops: Corian, Oven: Double Wall Ovens",3,"Carpet, Mexican Tile",0
21725939,550000,85749,-110.730514,32.265265,0.89,5132.64,1996,4,3,3300,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Almond, Countertops: travertine, Oven: double - electric",2,"Carpet, Ceramic Tile",37
21832193,540000,85715,-110.864451,32.264286,0.59,6795.1,1976,4,3,3832,2,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Oven: double",1,"Carpet, Ceramic Tile",58
21819969,537000,85739,-110.893332,32.503962,1.03,5777.72,2005,4,3,3904,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Prep Sink, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Oven: Double",2,"Ceramic Tile, Laminate, Wood",None
21906361,565000,85641,-110.801606,31.94961,1.39,6244.94,2006,4,3,3591,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless Steel",1,"Ceramic Tile, Laminate",59
21906510,567500,85750,-110.854261,32.301533,0.24,4229.95,1990,3,2,2429,2,"Dishwasher, Gas Range, Refrigerator, Appliance Color: Black, Countertops: granite, Microwave: yes, Oven: yes",1,Mexican Tile,154
21908205,500000,85619,-110.7566,32.438139,0.11,5997.24,2005,3,3,1996,1,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Black, Countertops: Granite, Microwave: Black, Oven: Heartland",1,"Carpet, Ceramic Tile, Wood",None
21814850,549999,85739,-110.859043,32.554477,0.28,5650.12,2015,2,3,2617,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless/Convection, Oven: Drop-in",1,"Carpet, Ceramic Tile",170
21325545,520000,85718,-110.896016,32.330885,0.84,3935.73,1963,4,4,2992,4,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,"Carpet, Ceramic Tile",0
21404415,530000,85755,-110.986934,32.437403,0.54,4092.58,2006,3,3,2300,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",45
21419226,560000,85739,-110.893009,32.529003,0.22,3861.44,2000,3,3,2624,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,Ceramic Tile,148
21520212,555000,85737,-110.971176,32.418689,2.13,5738.64,2005,5,3,3508,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Ceramic Tile, Wood",23
21627774,550000,85704,-110.98401,32.374595,3.28,5773.84,1975,4,3,2775,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",0
21622803,535000,85755,-110.981562,32.456955,0.36,6939.64,2001,3,3,3427,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",220
21219076,550000,85718,-110.958488,32.320915,0.64,4598,1987,5,3,3044,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",5
21131100,552000,85658,-111.089498,32.464319,0.37,8981.89,2007,4,5,3972,3,"Dishwasher, Microwave, Oven",1,"Carpet, Natural Stone",115
21302754,555000,85718,-110.898699,32.317349,0.54,5499.51,2002,3,3,3052,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",80
21722718,550000,85658,-111.121949,32.465853,0.21,5629.74,2015,4,4,3032,3,"Dishwasher, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite",1,"Carpet, Ceramic Tile",49
21722259,569900,85658,-111.122172,32.465819,0.21,5943.89,2015,4,3,2929,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless",0,Carpet,49
21732170,559000,85641,-110.662665,32.092208,2.08,6179.23,2003,4,3,3079,2,"Compactor, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: granite",2,Ceramic Tile,67
21809829,555000,85641,-110.663062,32.09339,2.06,6314.76,2005,3,3,2924,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-In, Oven: Stainless",1,"Carpet, Ceramic Tile",65
21808412,545000,85749,-110.739628,32.266742,0.95,5297.88,1992,6,4,3258,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Microwave: STAINLESS, Oven: STAINLESS/GAS",3,"Carpet, Ceramic Tile, Mexican Tile",None
21809146,557000,85712,-110.885743,32.260132,0.26,988.47,2018,3,4,2485,2,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite/Quartz, Microwave: Under counter, Oven: Electric range 36",0,Concrete,0
21823294,552200,85747,-110.735149,32.145539,20,8246.65,1973,3,3,2707,2,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Microwave: Built In / Black, Oven: Stainless Steel",2,"Carpet, Ceramic Tile, Vinyl",None
21900301,510000,85755,-110.93794,32.455804,0.17,3638.67,1994,2,3,2447,2,"Dishwasher, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Stainless",1,"Ceramic Tile, Laminate, Natural Stone",155
21907419,550000,85614,-110.940929,31.878438,0.3,4916.06,2013,3,4,2564,2.5,"Pantry: Walk-In, Appliance Color: Stainless, Countertops: quartz, Oven: stainless",0,Ceramic Tile,213
21908615,560000,85718,-110.880164,32.305714,1.22,3660.81,1980,3,3,2790,2,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite",1,"Carpet, Natural Stone, Wood",None
21908181,525000,85742,-111.036743,32.371451,1.53,5174.75,2000,5,3,3259,3,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Refrigerator, Appliance Color: Black, Microwave: black, Oven: double ovens",1,"Carpet, Ceramic Tile",None
21917296,555000,85750,-110.813901,32.296092,0.78,3879.35,1964,3,3,3230,2.5,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: overhead, Oven: gas",1,"Ceramic Tile, Other: vinyl planks",None
21311887,557000,85745,-111.06586,32.240943,1.57,6992.08,2006,4,4,3594,3,"Dishwasher, Garbage Disposal, Oven",1,"Carpet, Ceramic Tile, Wood",88
21403017,536000,85750,-110.865058,32.277973,0.56,4528.14,1984,3,4,3121,2,"Dishwasher, Garbage Disposal, Microwave, Oven",3,"Carpet, Ceramic Tile, Concrete",15
21324890,525000,85737,-110.967045,32.412281,3.38,5714,1998,4,3,3297,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Ceramic Tile",0
21400334,495000,85718,-110.876375,32.325839,0.97,4711.31,1980,3,2,2841,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",141
21411531,545000,85750,-110.856225,32.288088,0.87,5344.98,1984,3,4,2971,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",68
21402837,545000,85742,-111.080822,32.386294,3.31,3640.39,2002,3,3,2777,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,Ceramic Tile,70
21411582,512500,85718,-110.952047,32.330328,0.81,4791.13,1985,4,3,3614,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,"Carpet, Ceramic Tile",0
21423781,535000,85739,-110.858866,32.544628,0.31,3906.24,2006,2,3,2651,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",149
21500343,560000,85715,-110.862237,32.26314,0.73,5926.12,1970,3,3,3333,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,"Carpet, Ceramic Tile",48
21512120,552000,85750,-110.854508,32.288382,0.52,5939.84,1989,3,3,3052,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",125
21502493,525000,85718,-110.941057,32.333584,0.94,5296.04,1993,4,3,3292,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Concrete",15
21513745,560000,85730,-110.76621,32.172224,4.23,5933.44,2001,5,4,3867,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Concrete",16
21514283,550000,85737,-111.006268,32.413739,0.55,4445.94,1999,3,3,3025,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Concrete",17
21508346,522000,85718,-110.895976,32.328485,0.86,4852.75,1977,3,3,3002,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Mexican Tile, Other",0
21514366,527150,85750,-110.82352,32.274529,1.82,7269.04,1991,5,5,3991,4,"Compactor, Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",0
21532096,559000,85718,-110.887104,32.328061,0.81,5217,1974,3,2,3787,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Ceramic Tile",257
21602710,569000,85749,-110.723684,32.244286,0.87,4897,1988,4,4,4133,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Mexican Tile",0
21521465,525000,85718,-110.924317,32.321761,0.28,4848.03,2003,3,3,2653,3,"Dishwasher, Garbage Disposal, Microwave, Oven",2,"Carpet, Ceramic Tile",183
21605206,545000,85718,-110.883863,32.319076,0.83,3897.57,1978,3,4,2436,2,"Dishwasher, Garbage Disposal, Oven",1,"Carpet, Ceramic Tile",21
21603489,528500,85737,-110.958601,32.41499,1.61,5324.31,1987,4,4,3007,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Mexican Tile, Other",0
21625410,555000,85718,-110.896603,32.331043,0.82,4965.8,1971,3,3,2864,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",6
21201707,550000,85750,-110.826648,32.31575,0.95,4028,1991,3,3,2758,2,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Mexican Tile, Natural Stone",0
21217997,550000,85718,-110.933653,32.329485,1.01,4394,1993,4,3,2924,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",0
21226279,550000,85750,-110.857463,32.31105,0.9,4078.52,1994,4,3,2816,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Mexican Tile",40
21307251,536000,85750,-110.865044,32.29558,0.77,4683,1993,4,4,3797,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Ceramic Tile,30
21314587,562500,85749,-110.704712,32.242066,3.4,5154,1984,4,3,3843,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Wood, Other",22
21318984,567109,85737,-110.964597,32.404235,0.42,3485,2013,3,3,2700,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",75
21706672,552000,85750,-110.87237,32.322947,0.83,6576,1990,5,3,4071,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Other",0
21726531,569000,85742,-111.074849,32.387779,4.34,6652.92,2002,4,3,3140,3,"Dishwasher, Double Sink, Garbage Disposal, Island, Prep Sink, Appliance Color: Black",1,"Carpet, Mexican Tile",0
21721688,532800,85637,-110.644308,31.668299,14.9,5098.71,1963,5,5,6427,0,"Compactor, Refrigerator",1,"Carpet, Ceramic Tile, Wood",0
21817527,569000,85718,-110.89741,32.326631,1,5636.05,1977,4,4,2793,2,"Dishwasher, Electric Range, Garbage Disposal, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Silestone, Microwave: ., Oven: .",2,"Carpet, Ceramic Tile",6.25
21823899,550000,85623,-110.922016,32.585102,0.19,3154.32,2008,2,3,2297,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Appliance Color: Stainless, Countertops: Granite, Microwave: GE, Oven: GE",1,"Carpet, Ceramic Tile",194.51
21819209,515000,85641,-110.639133,32.126069,6.03,2521.39,1970,4,5,4222,3,"Desk, Dishwasher, Double Sink, Electric Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Black, Countertops: Granite, Microwave: Built-In, Oven: black",3,Mexican Tile,None
21823851,550000,85704,-110.97453,32.303114,2.43,5173.54,1951,5,3,3000,3,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Marble",1,Ceramic Tile,None
21912651,557000,85715,-110.850396,32.252949,0.58,4971.45,1963,4,4,3155,0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Ceramic Tile",119.66
21914564,550000,85711,-110.863154,32.22372,0.59,3133.47,1961,5,3,3083,0,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Microwave: yes, Oven: yes",1,"Carpet, Concrete, Wood",None
21920357,550000,85750,-110.817653,32.276435,0.53,4890.13,1981,5,3,3375,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Appliance Color: Stainless, Countertops: Granite, Microwave: Shelf, Oven: Built-in gas",3,"Ceramic Tile, Concrete, Mexican Tile, Wood",None
21331910,568963,85658,-111.069398,32.434828,0.21,892.04,2013,4,3,2760,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,38
21803815,563000,85658,-111.052352,32.434883,0.83,7429.9,2013,4,3,2868,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: GRANITE SLAB, Microwave: built in, Oven: WALL OVEN",1,Concrete,63.33
21401424,495000,85742,-111.060928,32.394661,3.32,4929.16,1994,4,4,3897,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Mexican Tile",17
21816429,557000,85623,-110.926474,32.586511,0.21,3557.58,2013,3,4,2819,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: GE Profile, Oven: GE Profile",2,"Carpet, Ceramic Tile",194.51
21827531,562000,85749,-110.727649,32.258795,0.94,5304.36,1997,4,3,3525,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-In, Oven: Built in  Convection",1,"Carpet, Ceramic Tile, Natural Stone",8.33
21611691,555000,85750,-110.853032,32.32219,0.14,5167.93,1999,3,3,2191,2,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",107
21901846,555000,85750,-110.821745,32.302083,0.56,3773.68,1978,4,2,2559,2,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless",1,"Natural Stone, Wood",5
21907937,568000,85716,-110.93219,32.224218,0.24,3943.5,1949,3,3,2852,1,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Stainless, Oven: Under Range",1,"Natural Stone, Wood",None
21829834,537000,85718,-110.908785,32.325834,0.69,4929.25,1970,4,3,2656,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: ., Oven: .",1,Concrete,6.25
21408647,567796,85749,-110.736693,32.288927,0.99,1287,2014,3,3,3051,3,"Dishwasher, Garbage Disposal, Microwave, Oven",0,"Carpet, Ceramic Tile",75
21826451,567608,85658,-111.106487,32.468775,0.29,1140.97,2018,3,4,2387,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Appliance Color: Stainless, Countertops: UPG Granite, Microwave: Stainless, Oven: Built-In",0,"Ceramic Tile, Other: UPG Flooring",45
21728991,550000,85737,-110.969236,32.409312,0.51,6193.5,2003,3,3,2507,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double/Convection",2,"Carpet, Concrete",50
21704135,530000,85658,-111.068804,32.44745,0.28,4305.3,2007,2,2,2070,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Wood",193
21809970,550000,85737,-111.009574,32.420231,0.47,6731.96,2015,4,3,3575,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless",0,"Ceramic Tile, Wood",83
21815941,550000,85718,-110.889361,32.278672,0.67,5491,1976,4,4,4139,2,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: SS, Oven: Dacor",2,"Carpet, Ceramic Tile",3
3051343,544000,85622,-111.00419,31.835595,1,3275,1985,3,3,None,2,"Desk, Dishwasher, Double Sink, Garbage Disposal, Island, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Microwave",2,"Carpet, Ceramic Tile",2.08
21832887,575359.5,85641,-110.687945,32.081978,1.07,625,2019,5,36,3720,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: In cabinet",1,"Carpet, Ceramic Tile",None
21716637,555411,85755,-110.984875,32.451048,0.26,900.22,2017,4,4,3679,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Ceramic Tile",134
